"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"28","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 15:06:41,FALSE,NA,"806152890192494592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RY____lov89",459,TRUE,FALSE,NA,NA
"29","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 15:03:07,FALSE,NA,"806151992447860736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","X8Rx8KaHdQIcjzP",459,TRUE,FALSE,NA,NA
"30","Here's what you can do with camera on #iPhone7 https://t.co/ZYSnPB6F57",FALSE,0,NA,2016-12-06 15:01:01,FALSE,NA,"806151465450475520",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Padraicino",0,FALSE,FALSE,NA,NA
"31","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 14:59:50,FALSE,NA,"806151167973597184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tami_miu",459,TRUE,FALSE,NA,NA
"32","Apple's 'Romeo and Juliet' ad puts iPhone 7 Plus camera in focus #virtualreality #iphone7 https://t.co/KzN8FPxrm2 https://t.co/2kqSBVClSB",FALSE,1,NA,2016-12-06 14:48:29,FALSE,NA,"806148310327246848",NA,"<a href=""http://www.socialcloudsuite.com"" rel=""nofollow"">SocialCloudSuite</a>","ihnich_adil",0,FALSE,FALSE,NA,NA
"33","RT @allenross356: Apple says iPhone 7 video is as good as a movie camera https://t.co/gBrsjGk85h #CNET #technology #apple #iphone7 #video #…",FALSE,0,NA,2016-12-06 14:43:21,FALSE,NA,"806147020494872576",NA,"<a href=""http://igisnust.weebly.com"" rel=""nofollow"">iRetweeter</a>","iSarahJean",2,TRUE,FALSE,NA,NA
"34","$AAPL #Apple Romeo and Juliet Ad Shows #iPhone7 Dual Camera Capabilities - https://t.co/L4jzAoCuw0",FALSE,2,NA,2016-12-06 14:42:40,FALSE,NA,"806146846649421824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JessicaParrish0",0,FALSE,FALSE,NA,NA
"35","RT @allenross356: Apple says iPhone 7 video is as good as a movie camera https://t.co/gBrsjGk85h #CNET #technology #apple #iphone7 #video #…",FALSE,0,NA,2016-12-06 14:36:41,FALSE,NA,"806145343201153028",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sjltx1963",2,TRUE,FALSE,NA,NA
"36","Apple says iPhone 7 video is as good as a movie camera https://t.co/gBrsjGk85h #CNET #technology #apple #iphone7 #video #movie #camera",FALSE,2,NA,2016-12-06 14:36:24,FALSE,NA,"806145270627049472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allenross356",2,FALSE,FALSE,NA,NA
"37","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 14:25:52,FALSE,NA,"806142618929270784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TARO0810_LOVE",459,TRUE,FALSE,NA,NA
"38","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 14:25:51,FALSE,NA,"806142616131674113",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Summer_Love716",459,TRUE,FALSE,NA,NA
"39","RT @iPhoneHackx: Apple Releases New ‘Romeo and Juliet’ Ad Highlighting iPhone 7’s Camera https://t.co/5fzFI03oHk #AppleNews #iPhone7 https:…",FALSE,0,NA,2016-12-06 14:15:31,FALSE,NA,"806140013540937728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jonathanmoya123",1,TRUE,FALSE,NA,NA
"40","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 14:12:30,FALSE,NA,"806139254053040128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ldh_012_ruu",459,TRUE,FALSE,NA,NA
"41","Apple Releases New ‘Romeo and Juliet’ Ad Highlighting iPhone 7’s Camera https://t.co/5fzFI03oHk #AppleNews #iPhone7 https://t.co/nDnnNeszj4",FALSE,4,NA,2016-12-06 14:05:11,FALSE,NA,"806137413366140928",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","iPhoneHackx",1,FALSE,FALSE,NA,NA
"42","#Apple touts the #iPhone7 camera in new ‘Romeo and Juliet’ themed commercial
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> https://t.co/ACZ7z4GQKi https://t.co/iaJv3sUQtY",FALSE,0,NA,2016-12-06 14:01:11,FALSE,NA,"806136405982408704",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PickMod",0,FALSE,FALSE,NA,NA
"43","Is the iPhone 7 camera the best we've seen on a smartphone? Our test lab has the verdict: https://t.co/weJnItpTzE… https://t.co/5XiYaJB2Ca",FALSE,1,NA,2016-12-06 14:00:59,TRUE,NA,"806136356930015232",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","WhichTech",0,FALSE,FALSE,NA,NA
"44","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 13:57:36,FALSE,NA,"806135507377754112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i_am_rei_0_",459,TRUE,FALSE,NA,NA
"45","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 13:50:12,FALSE,NA,"806133645224210433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fs5yne06XVSv4T7",459,TRUE,FALSE,NA,NA
"46","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 13:48:46,FALSE,NA,"806133281297027072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","manaayatwins021",459,TRUE,FALSE,NA,NA
"47","RT @Angiecre8: Finished #painting?
Then took #photo with #iphone7 #camera &amp; got a fresh perspective on #ipadscreen
Amazing tools 4 #artists…",FALSE,0,NA,2016-12-06 13:40:18,FALSE,NA,"806131150611775488",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Fabiottino",24,TRUE,FALSE,NA,NA
"48","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 13:36:39,FALSE,NA,"806130231773794304",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Shoji__Jr",459,TRUE,FALSE,NA,NA
"49","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 13:28:21,FALSE,NA,"806128144386166784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","12O8O623",459,TRUE,FALSE,NA,NA
"50","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 13:16:42,FALSE,NA,"806125211238035456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","R_GUN_LDH",459,TRUE,FALSE,NA,NA
"51","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 12:59:07,FALSE,NA,"806120786503139328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yuna___mars",459,TRUE,FALSE,NA,NA
"52","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 12:53:30,FALSE,NA,"806119372766859264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zarusaya",459,TRUE,FALSE,NA,NA
"53","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 12:49:06,FALSE,NA,"806118266527621120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","punpun_shoji",459,TRUE,FALSE,NA,NA
"54","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 12:48:49,FALSE,NA,"806118197019611137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MDance3190",459,TRUE,FALSE,NA,NA
"55","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 12:36:27,FALSE,NA,"806115082765668353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","______M_0517",459,TRUE,FALSE,NA,NA
"56","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 12:34:55,FALSE,NA,"806114696805765121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MMM_____6633",459,TRUE,FALSE,NA,NA
"57","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 10:57:07,FALSE,NA,"806090084978020353",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","momonngamomonn3",459,TRUE,FALSE,NA,NA
"58","RT @Shoji_NY: Micks took this picture and I was surprised about quality of iPhone 7's camera<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#projecttaro #iphone7 #<U+767D><U+9ED2> #<U+753B><U+8CEA> # https://t.co…",FALSE,0,NA,2016-12-06 10:56:01,FALSE,NA,"806089810163044352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kotonecchi_0710",459,TRUE,FALSE,NA,NA
